EPOCH,EPOCH_START_DATE,EPOCH_END_DATE,NUM_SWAPS,TOTAL_VOLUME_SOL,SOL_TO_JITOSOL_VOLUME,JITOSOL_TO_SOL_VOLUME,NET_SOL_FLOW,TOTAL_VOLUME_USD,AVG_SWAP_SIZE_SOL,AVG_SWAP_SIZE_USD,MAX_SWAP_SOL,P95_SWAP_SOL,AVG_PRICE_RATIO,MIN_PRICE_RATIO,MAX_PRICE_RATIO,PRICE_RATIO_STDDEV,ESTIMATED_FEES_SOL
793,2025-05-26,2025-05-28,47372,341877.248183184,221161.806799498,120715.441383686,100446.36541581199,56228285.643557735,7.2168632986402095,1186.9519049978412,37861.2,3.2436645730499976,0.8299105069334844,0.8188976377952756,1.3333333333333335,0.002362638219167338,854.69312045796
794,2025-05-28,2025-05-30,56965,203151.545300369,118108.506084418,85043.039215951,33065.466868466996,32357860.73554028,3.5662520021130346,568.030557983679,4003.834408363,2.4414924827999953,0.829733572325474,0.8157269048986545,0.8687509999999999,0.0007083344049365828,507.8788632509225
795,2025-05-30,2025-06-01,65425,249456.076332115,165715.114909167,83740.961422948,81974.153486219,36807312.06556939,3.8128555801622466,562.5878802532578,13106.764371734,3.2344451279999977,0.8295593650653174,0.8127485180157651,0.9285714285714286,0.0012236008009546147,623.6401908302875
796,2025-06-01,2025-06-03,64829,258228.187561364,131408.796003491,126819.391557873,4589.404445618,37264379.30228658,3.9832202804510946,574.8103364587851,3997.8,2.795853829199996,0.82929756385712,0.7057113217267346,0.9316881394815887,0.0011087685677261807,645.57046890341
797,2025-06-03,2025-06-05,59832,257936.71452814,150042.264870021,107894.449658119,42147.815211902,38015316.31069579,4.3110160871797705,635.3676345550172,4883.495674402,2.475,0.8290478173256655,0.7777777777777778,1.5,0.002793251901864993,644.84178632035
798,2025-06-05,2025-06-07,46785,290227.436346646,187274.720799804,102952.715546842,84322.005252962,40470577.710181005,6.2034292261760395,865.0331882052154,10683.008519132,4.168567864599989,0.8287031495880354,0.7914507057523429,2.0,0.008094897267795756,725.568590866615
799,2025-06-07,2025-06-09,41528,139540.886138237,116896.63976665,22644.246371587,94252.393395063,19638596.056614645,3.360163892752769,472.90011694795425,7588.0,2.6534578246500007,0.8281586195289847,0.7650270723497292,0.923076923076923,0.0008469604060751241,348.85221534559247
800,2025-06-09,2025-06-11,67436,200328.797960546,129438.34942512,70890.448535426,58547.900889694,29762805.265304886,2.970650660782757,441.34891252898876,2815.64,3.01614850725,0.8278422607986589,0.7612727123872728,0.8661,0.00047590501715745963,500.82199490136503
801,2025-06-11,2025-06-13,71173,268294.120616003,143772.372125925,124521.748490078,19250.623635847,39974303.3284487,3.769605336518104,561.6498296889087,19709.244668359,3.199079663999998,0.8276052231756353,0.7875921090909092,1.5,0.0029064605033108466,670.7353015400075
802,2025-06-13,2025-06-15,49736,151941.381649279,119771.18479073,32170.196858549,87600.987932181,20544404.71628876,3.0549578102235606,413.0690991693896,2300.0,3.050420459,0.8273112212891747,0.75,1.5,0.003178067588121587,379.85345412319754
803,2025-06-15,2025-06-17,66799,260839.510723639,189099.951148737,71739.559574902,117360.391573835,37005922.399182804,3.9048415503770864,553.9891674902739,6827.001792509,3.8005052116999924,0.8268109705673216,0.7818209500125075,1.5,0.0027626500816640307,652.0987768090974
804,2025-06-17,2025-06-19,54261,299266.85808600497,206385.254487344,92881.603598661,113503.650888683,41183352.92385611,5.515321466357143,758.9862502323235,40123.2,2.980513275,0.8263236516679703,0.0,1.0,0.0036506559051119446,748.1671452150124
805,2025-06-19,2025-06-21,41837,163147.615079367,92682.54350543,70465.071573937,22217.471931493,21755670.151512474,3.899601192230968,520.0102816050977,4159.622916393,5.16892424259996,0.8259083918696799,0.6,0.923076923076923,0.0012530875216171828,407.8690376984175
806,2025-06-21,2025-06-23,67214,229446.55111852,107127.977223147,122318.573895373,-15190.596672226002,28858062.97488364,3.413672019497724,429.34601384954976,9444.906851542,2.9027255731999997,0.8259322636893335,0.8026962076810654,1.5,0.002698145459635952,573.6163777963001
807,2025-06-23,2025-06-25,61172,200655.926221276,151860.659628129,48795.266593147,103065.393034982,26161808.816498198,3.2801923465192573,427.6762050692833,2751.995509637,2.737507446549997,0.8256299955913465,0.6666666666666667,1.5,0.0029974714951916726,501.63981555319
808,2025-06-25,2025-06-27,55410,152400.38367262,99142.075383989,53258.308288631,45883.767095358,20200600.601876076,2.7504129881360764,364.56597368482363,4608.02253149,1.7626100024499887,0.8253787517889504,0.8,1.5,0.0030109907010177437,381.00095918155
809,2025-06-27,2025-06-29,49950,228849.168373631,175356.355671461,53492.81270217,121863.542969291,30640176.847022407,4.5815649324050245,613.4169538943424,6245.462745742,2.917195441299999,0.825008592824611,0.7142857142857143,1.5,0.005433368747611596,572.1229209340775
810,2025-06-29,2025-07-01,62319,370781.413596062,233951.234563798,136830.17903226402,97121.055531534,52816715.2377546,5.949733044433672,847.5218671312858,22912.871822642,3.126144918199997,0.8245716044483431,0.7499999999999999,1.5,0.004826837895993008,926.9535339901549
811,2025-07-01,2025-07-03,64215,194008.978306348,146282.077491523,47726.900814825,98555.176676698,26900157.553288564,3.021240805206696,418.9076937364878,4819.968,2.2211837516,0.8243294355158824,0.7647058823529412,1.5,0.007772667310816458,485.02244576587003
812,2025-07-03,2025-07-05,57490,175492.358553849,132794.711732628,42697.646821221,90097.064911407,24651740.313852716,3.0525719003974428,428.8004925004821,6434.36539503,2.949854671149986,0.8237096623383133,0.7741935483870968,1.5,0.004202697161279529,438.7308963846225
813,2025-07-05,2025-07-07,38778,156596.745795481,110519.933536834,46076.812258647,64443.121278187,21592898.934855517,4.038288354104931,556.8337442584847,9551.656330069,3.4175378118000026,0.823388101566113,0.779181592520475,1.0,0.002305065946372609,391.4918644887025
814,2025-07-07,2025-07-09,42622,231123.45223257,114878.837602635,116244.614629935,-1365.7770272999987,32213035.67139145,5.4226327303404345,755.7842351694301,8253.0,3.2909480472999992,0.8234318231512606,0.33333333333333337,1.3333333333333335,0.009358673316999657,577.8086305814251
815,2025-07-09,2025-07-11,50588,157694.562459478,103056.221605225,54638.340854253,48417.880750972,22879796.49644124,3.117232593885467,452.27715063732984,3790.444262844,3.0,0.8231739323109553,0.793096170892026,1.25,0.0038935875181900065,394.23640614869504
816,2025-07-11,2025-07-13,50260,174100.231019301,130727.474608129,43372.756411172,87354.718196957,26112586.40917686,3.46399186269998,519.5500678308169,4774.885842654,2.7438552122499864,0.8228824736516908,0.7499999999999999,1.0,0.0027326500429097275,435.25057754825247
817,2025-07-13,2025-07-15,51970,191896.290366586,130771.761915133,61124.528451453,69647.23346368,29030715.496531256,3.6924435321644413,558.6052625847846,7467.023701934,2.8179146559499824,0.8225077150333089,0.5714285714285715,1.5,0.0049864022646690905,479.740725916465
818,2025-07-15,2025-07-17,50233,202337.17477716398,111624.117357875,90713.05741928899,20911.059938586,30976637.67054318,4.027973140707582,616.6591219027965,14593.918883653,2.737806505599999,0.8222523194961996,0.7272727272727274,1.3333333333333335,0.0027890862735673295,505.84293694290994
819,2025-07-17,2025-07-19,62690,326544.5879639049,164968.86681131698,161575.721152588,3393.145658728994,53312560.665484965,5.2088784170346925,850.4157068987871,51091.222031101,2.3600874192499974,0.8219039360526905,0.7607914770292059,2.0,0.006671252011408357,816.3614699097623
820,2025-07-19,2025-07-21,57669,294234.3662517839,228584.80553842796,65649.560713356,162935.244825072,48528025.688048646,5.1021236063012,841.4924081924196,13876.910230646,2.430856604,0.8215741154509385,0.75,2.0,0.007291250697751253,735.5859156294598
821,2025-07-21,2025-07-23,92505,229816.64308978402,116763.166690942,113053.47639884203,3709.6902920999974,41786936.59568051,2.4843699593512136,451.72624826420747,6045.640285973,2.5031712256,0.8213406260929913,0.16704067094576722,0.901262,0.003346620295352043,574.54160772446
822,2025-07-23,2025-07-25,68361,269774.057711795,206455.820958939,63318.23675285599,143137.58420608297,48926722.04627212,3.9463152632611425,715.7110347460119,9588.0,2.872697845,0.8209032222483241,0.7917775691964328,1.3333333333333335,0.003931549054463637,674.4351442794874
823,2025-07-25,2025-07-27,45560,170413.88242649703,111109.10220005701,59304.78022644,51804.32197361701,28884629.124389485,3.740427621301515,633.9909816591195,9434.59973627,3.0,0.8207028578024049,0.7999999999999999,2.0,0.005694895042630468,426.03470606624256
