TOTAL_SWAPS,TOTAL_VOLUME_SOL,AVG_SWAP_SOL,MEDIAN_SWAP_SOL,P25_SWAP_SOL,P75_SWAP_SOL,P95_SWAP_SOL,AVG_DAILY_VOLUME_SOL,AVG_DAILY_SWAPS,FIRST_SWAP_DATE,LAST_SWAP_DATE,ACTIVE_DAYS
5486624,33154971.341569144,6.042872874388539,0.3,0.07690042350000001,0.9588593030000001,6.5264947253499415,219569.34663290824,36335.258278,2025-01-01,2025-05-31,151
